1.9686,1.6266,1.884,2.0614,2.0175,1.9536,1.6441,1.8559,2.153,1.8559,1.9404,1.8139,2.1329,1.9775,1.1984,1.3986,1.4688,1.2612,1.8409,2.4465,2.231,2.0975,2.5347,2.2514,2.5465,2.5347,2.8311,2.6011,3.0186,2.8311,2.2838,2.5965,2.4314,2.3284,2.3284,1.6263,1.5219,1.3828,1.4157,1.4157,1.5414,1.8187,1.8501,1.5414,2.087,2.0678,2.5813,1.8433,1.6544,2.2458,2.0646,2.0646,2.2458,2.3637,1.869,2.3099,1.869,2.5952,2.5086,2.319
2.0089,1.6546,1.9155,2.095,2.0517,1.9872,1.6688,1.8821,2.1898,1.8821,1.9789,1.849,2.1793,2.026,1.221,1.4251,1.4928,1.2881,1.8775,2.4767,2.2667,2.135,2.5889,2.2981,2.6015,2.5889,2.8864,2.6489,3.0728,2.8864,2.3274,2.6531,2.4703,2.3671,2.3671,1.6551,1.5485,1.4083,1.439,1.439,1.5725,1.8455,1.895,1.5725,2.1186,2.0937,2.6408,1.8778,1.6862,2.2938,2.1058,2.1058,2.2938,2.4042,1.903,2.3591,1.903,2.636,2.556,2.3798
2.0471,1.6816,1.9462,2.1257,2.0851,2.0208,1.693,1.9065,2.2267,1.9065,2.0157,1.8806,2.2277,2.0773,1.2395,1.4498,1.5167,1.3151,1.9132,2.5112,2.3012,2.1695,2.6413,2.3476,2.6554,2.6413,2.9374,2.6953,3.1263,2.9374,2.3674,2.7063,2.5098,2.4031,2.4031,1.6837,1.5748,1.433,1.4667,1.4667,1.6053,1.8679,1.9325,1.6053,2.1465,2.1202,2.6985,1.9107,1.7201,2.3384,2.1483,2.1483,2.3384,2.445,1.9377,2.4061,1.9377,2.676,2.6019,2.4369
2.0842,1.7077,1.9747,2.1568,2.1178,2.0541,1.7202,1.9295,2.2657,1.9295,2.0451,1.9141,2.2775,2.1309,1.2673,1.4744,1.5363,1.3424,1.9504,2.547,2.3328,2.2014,2.6893,2.3955,2.7061,2.6893,2.9866,2.7416,3.1741,2.9866,2.4065,2.758,2.5506,2.4411,2.4411,1.7114,1.5996,1.459,1.4946,1.4946,1.637,1.8914,1.9708,1.637,2.1737,2.1469,2.7576,1.9459,1.7529,2.3822,2.192,2.192,2.3822,2.4828,1.9729,2.4502,1.9729,2.7141,2.6487,2.4903
2.1166,1.7336,2.0037,2.189,2.1529,2.0878,1.752,1.9503,2.3008,1.9503,2.0875,1.9489,2.3225,2.186,1.299,1.5032,1.5567,1.3741,1.9888,2.5794,2.3644,2.2317,2.7396,2.4419,2.7552,2.7396,3.0365,2.7909,3.2249,3.0365,2.4415,2.8076,2.5953,2.4758,2.4758,1.7404,1.626,1.4868,1.5223,1.5223,1.6719,1.9145,2.0073,1.6719,2.2028,2.1728,2.8201,1.98,1.7862,2.4232,2.2363,2.2363,2.4232,2.5208,2.0117,2.4919,2.0117,2.7536,2.6966,2.5369
2.1497,1.7624,2.035,2.2254,2.1904,2.1239,1.7834,1.9713,2.342,1.9713,2.1325,1.9878,2.3678,2.244,1.3317,1.5332,1.5783,1.4072,2.0319,2.6164,2.3977,2.2642,2.7913,2.4909,2.8068,2.7913,3.085,2.8427,3.2802,3.085,2.4789,2.8585,2.6453,2.5136,2.5136,1.7718,1.6508,1.5176,1.5522,1.5522,1.7074,1.9378,2.0457,1.7074,2.2349,2.2027,2.8788,2.0157,1.8209,2.469,2.2814,2.2814,2.469,2.561,2.0515,2.5372,2.0515,2.7994,2.7442,2.5872
2.1888,1.7914,2.0686,2.2617,2.2269,2.1603,1.8178,1.9954,2.3858,1.9954,2.1805,2.0292,2.4139,2.3034,1.3673,1.5653,1.6032,1.4435,2.0824,2.6549,2.4352,2.2997,2.85,2.5462,2.8586,2.85,3.1334,2.8958,3.3352,3.1334,2.5204,2.9098,2.6995,2.5577,2.5577,1.8055,1.6818,1.5478,1.5811,1.5811,1.7445,1.9627,2.088,1.7445,2.2743,2.2323,2.9404,2.0557,1.8576,2.5162,2.3266,2.3266,2.5162,2.6092,2.0938,2.5859,2.0938,2.848,2.7944,2.6397
2.2266,1.8204,2.1031,2.2949,2.2645,2.1993,1.8499,2.0219,2.4288,2.0219,2.2298,2.0695,2.4594,2.3652,1.4035,1.598,1.6296,1.4794,2.1284,2.6976,2.4715,2.331,2.9076,2.5984,2.9108,2.9076,3.1838,2.9476,3.3897,3.1838,2.5615,2.9653,2.7543,2.6105,2.6105,1.8396,1.7127,1.5775,1.6125,1.6125,1.7804,1.9852,2.1301,1.7804,2.3097,2.262,3.0019,2.0896,1.8929,2.5632,2.3708,2.3708,2.5632,2.6516,2.1361,2.6356,2.1361,2.8971,2.8433,2.686
2.264,1.8482,2.1377,2.3283,2.3007,2.2375,1.8853,2.046,2.4712,2.046,2.2776,2.1095,2.5011,2.4232,1.4373,1.6302,1.6571,1.5179,2.1728,2.7374,2.5085,2.3618,2.9638,2.6515,2.962,2.9638,3.2341,2.9977,3.4448,3.2341,2.6035,3.02,2.8114,2.6599,2.6599,1.8688,1.7432,1.6041,1.6453,1.6453,1.8186,2.0102,2.1715,1.8186,2.3474,2.2919,3.0573,2.1249,1.9299,2.6096,2.4103,2.4103,2.6096,2.6963,2.1775,2.6865,2.1775,2.9446,2.8963,2.7299
2.3012,1.8779,2.1718,2.3605,2.3368,2.2759,1.9168,2.0676,2.5138,2.0676,2.3217,2.1499,2.5438,2.4795,1.4699,1.6578,1.6805,1.557,2.2176,2.7782,2.5457,2.3934,3.0181,2.7084,3.0143,3.0181,3.2823,3.045,3.5001,3.2823,2.6486,3.0732,2.8711,2.7111,2.7111,1.9019,1.774,1.6322,1.676,1.676,1.856,2.0346,2.2159,1.856,2.3835,2.3188,3.1113,2.1573,1.9634,2.6561,2.4487,2.4487,2.6561,2.7402,2.2201,2.7357,2.2201,2.9992,2.9463,2.771
2.335,1.9066,2.2038,2.3915,2.3704,2.3134,1.9486,2.0915,2.5579,2.0915,2.3635,2.188,2.5819,2.5348,1.5002,1.6856,1.7054,1.5924,2.2616,2.8176,2.5823,2.4238,3.0724,2.7626,3.0637,3.0724,3.3267,3.0899,3.5519,3.3267,2.6921,3.1272,2.923,2.7609,2.7609,1.9333,1.8015,1.658,1.7084,1.7084,1.8914,2.0595,2.2519,1.8914,2.4193,2.3473,3.1665,2.1872,1.995,2.7021,2.4849,2.4849,2.7021,2.7841,2.2599,2.7854,2.2599,3.0473,2.9985,2.8107
2.368,1.9338,2.237,2.4208,2.4016,2.3476,1.9803,2.112,2.6,2.112,2.4044,2.2224,2.6242,2.5852,1.5262,1.7096,1.7316,1.6263,2.3023,2.8569,2.619,2.4528,3.1233,2.8119,3.1112,3.1233,3.3691,3.1343,3.6037,3.3691,2.7339,3.1801,2.9748,2.8103,2.8103,1.9619,1.8294,1.6824,1.7379,1.7379,1.9279,2.0834,2.2908,1.9279,2.4592,2.3742,3.2168,2.2229,2.0246,2.7412,2.5151,2.5151,2.7412,2.8297,2.3004,2.8328,2.3004,3.0963,3.0493,2.8497
2.3995,1.9604,2.2684,2.4481,2.4303,2.3785,2.0097,2.1308,2.6363,2.1308,2.4389,2.2533,2.6633,2.6303,1.5483,1.7335,1.7563,1.6587,2.3422,2.896,2.6563,2.4816,3.1731,2.8636,3.157,3.1731,3.4095,3.1733,3.6521,3.4095,2.7757,3.2278,3.0225,2.8608,2.8608,1.9904,1.8535,1.7037,1.7649,1.7649,1.9628,2.1062,2.3289,1.9628,2.4856,2.3944,3.2673,2.2518,2.0492,2.7814,2.5421,2.5421,2.7814,2.8718,2.3379,2.8794,2.3379,3.1483,3.1012,2.8861
2.4292,1.9844,2.2981,2.4731,2.4566,2.4064,2.0317,2.1457,2.6691,2.1457,2.4698,2.2818,2.7019,2.6678,1.5665,1.7543,1.7796,1.6876,2.3801,2.9312,2.6907,2.5091,3.2196,2.9117,3.1991,3.2196,3.4433,3.2103,3.6981,3.4433,2.8156,3.2728,3.0677,2.9054,2.9054,2.0161,1.8757,1.7226,1.785,1.785,1.9933,2.1279,2.3616,1.9933,2.5086,2.4098,3.3188,2.2779,2.0698,2.8176,2.5648,2.5648,2.8176,2.9112,2.3747,2.9237,2.3747,3.1957,3.149,2.9206
2.4554,2.0062,2.3249,2.4968,2.482,2.4323,2.0549,2.1573,2.6973,2.1573,2.4974,2.3097,2.7404,2.7003,1.5871,1.7732,1.7983,1.7121,2.4136,2.966,2.723,2.5352,3.261,2.9511,3.2385,3.261,3.4768,3.2437,3.7426,3.4768,2.8509,3.3163,3.1051,2.9462,2.9462,2.0411,1.8948,1.7355,1.8015,1.8015,2.0191,2.1451,2.3922,2.0191,2.5371,2.4235,3.3657,2.3012,2.0851,2.8505,2.5831,2.5831,2.8505,2.9423,2.4049,2.963,2.4049,3.2414,3.1922,2.9496
2.4792,2.0253,2.3482,2.5185,2.5018,2.4561,2.0746,2.1683,2.723,2.1683,2.5201,2.3313,2.7749,2.7302,1.6055,1.7897,1.8145,1.7352,2.4406,2.9983,2.7527,2.558,3.2989,2.9888,3.275,3.2989,3.5076,3.2753,3.7839,3.5076,2.8825,3.3548,3.1511,2.9842,2.9842,2.0604,1.9121,1.7486,1.8142,1.8142,2.0437,2.1626,2.4198,2.0437,2.5574,2.4347,3.4102,2.3217,2.0995,2.8779,2.6004,2.6004,2.8779,2.9712,2.4291,2.9973,2.4291,3.284,3.2337,2.9745
2.5005,2.0427,2.3669,2.5384,2.5236,2.4779,2.0935,2.1749,2.7452,2.1749,2.5372,2.3499,2.8059,2.7608,1.6188,1.7997,1.8293,1.7549,2.4619,3.0309,2.779,2.578,3.3345,3.0232,3.3074,3.3345,3.5339,3.3052,3.8222,3.5339,2.908,3.3919,3.1949,3.0205,3.0205,2.0747,1.929,1.7611,1.8273,1.8273,2.0685,2.1772,2.4419,2.0685,2.572,2.4455,3.4549,2.3415,2.1121,2.9018,2.6162,2.6162,2.9018,2.9988,2.4508,3.0268,2.4508,3.3224,3.2729,2.9952
2.5199,2.0587,2.3873,2.5585,2.5454,2.4986,2.1132,2.18,2.7628,2.18,2.5521,2.3687,2.8323,2.7904,1.6392,1.8112,1.8395,1.7701,2.4806,3.0608,2.8024,2.5942,3.364,3.0531,3.3359,3.364,3.563,3.3336,3.858,3.563,2.9325,3.429,3.2378,3.0536,3.0536,2.0871,1.9423,1.7752,1.8377,1.8377,2.0922,2.1917,2.4614,2.0922,2.5856,2.4542,3.4956,2.3595,2.1241,2.9246,2.6325,2.6325,2.9246,3.023,2.4707,3.0507,2.4707,3.3586,3.304,3.0134
2.5386,2.0736,2.4073,2.5773,2.5732,2.52,2.1335,2.1853,2.7772,2.1853,2.5782,2.3899,2.854,2.8181,1.6548,1.8212,1.8498,1.7864,2.4952,3.0874,2.8248,2.6104,3.397,3.0807,3.3645,3.397,3.5959,3.3649,3.8962,3.5959,2.9519,3.4645,3.2819,3.0848,3.0848,2.1014,1.9556,1.7887,1.8477,1.8477,2.1167,2.2051,2.4797,2.1167,2.5965,2.4623,3.5354,2.3779,2.1391,2.9472,2.6489,2.6489,2.9472,3.0459,2.4877,3.0736,2.4877,3.3931,3.3346,3.029
2.5611,2.0902,2.4274,2.5992,2.6006,2.543,2.1527,2.1934,2.7963,2.1934,2.6006,2.4129,2.879,2.8478,1.6718,1.833,1.8597,1.8038,2.5116,3.1182,2.8473,2.6256,3.4292,3.1118,3.3959,3.4292,3.6288,3.3981,3.9345,3.6288,2.974,3.5042,3.3294,3.1217,3.1217,2.1161,1.9679,1.8048,1.8586,1.8586,2.141,2.2191,2.4996,2.141,2.6091,2.4723,3.5697,2.3983,2.1548,2.9701,2.6658,2.6658,2.9701,3.0697,2.5014,3.0961,2.5014,3.4332,3.3631,3.0503
2.5833,2.1058,2.4484,2.6186,2.6283,2.5651,2.1749,2.203,2.8129,2.203,2.6241,2.4368,2.9055,2.8814,1.6894,1.8463,1.8705,1.8225,2.5269,3.1491,2.8728,2.6436,3.4644,3.1455,3.4269,3.4644,3.666,3.4328,3.9709,3.666,2.9985,3.5428,3.3766,3.16,3.16,2.128,1.9809,1.8203,1.8691,1.8691,2.1652,2.2357,2.5188,2.1652,2.6245,2.4879,3.607,2.4191,2.1722,2.9941,2.6852,2.6852,2.9941,3.093,2.5192,3.1181,2.5192,3.4734,3.388,3.0719
2.6042,2.123,2.4665,2.6389,2.6579,2.5902,2.1946,2.2134,2.8305,2.2134,2.6508,2.4604,2.932,2.9122,1.7079,1.8596,1.88,1.8393,2.541,3.1796,2.896,2.6566,3.4997,3.1781,3.4587,3.4997,3.7034,3.4667,4.0085,3.7034,3.0193,3.5853,3.4205,3.1963,3.1963,2.1377,1.9974,1.8376,1.8841,1.8841,2.1921,2.2513,2.5392,2.1921,2.6373,2.5034,3.6438,2.4407,2.1911,3.0185,2.7052,2.7052,3.0185,3.1137,2.535,3.1385,2.535,3.5149,3.4142,3.091
2.6271,2.1389,2.4861,2.6589,2.6872,2.6148,2.2147,2.2233,2.8503,2.2233,2.6773,2.4845,2.955,2.9421,1.7256,1.8733,1.8912,1.8572,2.5566,3.206,2.9195,2.6723,3.534,3.215,3.4887,3.534,3.7394,3.5019,4.0471,3.7394,3.0409,3.625,3.4639,3.231,3.231,2.1476,2.0117,1.8547,1.8997,1.8997,2.2179,2.2677,2.5606,2.2179,2.6534,2.5223,3.6797,2.4612,2.2114,3.0422,2.7255,2.7255,3.0422,3.138,2.5495,3.161,2.5495,3.5519,3.4408,3.1139
2.6503,2.1566,2.5041,2.6804,2.719,2.6404,2.2345,2.2366,2.8698,2.2366,2.7037,2.5101,2.9772,2.9727,1.7438,1.8866,1.9037,1.8741,2.5751,3.2333,2.9426,2.6893,3.5673,3.2493,3.5198,3.5673,3.7745,3.5367,4.0853,3.7745,3.0666,3.6663,3.5069,3.2678,3.2678,2.159,2.0286,1.8735,1.915,1.915,2.2424,2.283,2.5817,2.2424,2.669,2.5429,3.7149,2.4847,2.2316,3.0672,2.747,2.747,3.0672,3.1618,2.5671,3.1843,2.5671,3.5944,3.4664,3.1338
2.673,2.1751,2.5238,2.7039,2.7496,2.6653,2.2557,2.2493,2.8912,2.2493,2.7329,2.5339,3.0015,3.0007,1.7596,1.903,1.9166,1.8889,2.5948,3.2607,2.9655,2.7072,3.6047,3.284,3.5533,3.6047,3.8086,3.5711,4.1226,3.8086,3.0941,3.7066,3.5475,3.3057,3.3057,2.1717,2.0452,1.8918,1.9318,1.9318,2.2652,2.3011,2.5949,2.2652,2.6887,2.5626,3.7549,2.5075,2.2509,3.0932,2.7683,2.7683,3.0932,3.1863,2.5854,3.2101,2.5854,3.6267,3.4971,3.1612
2.6939,2.1935,2.5446,2.7279,2.7814,2.6878,2.2766,2.263,2.9115,2.263,2.7597,2.5577,3.0269,3.029,1.7757,1.9179,1.9312,1.907,2.6142,3.2852,2.9896,2.7242,3.6379,3.3186,3.5863,3.6379,3.8416,3.6062,4.1594,3.8416,3.1228,3.7483,3.5861,3.3456,3.3456,2.184,2.0643,1.9082,1.9497,1.9497,2.2891,2.3181,2.618,2.2891,2.7108,2.5823,3.7917,2.5318,2.27,3.118,2.7864,2.7864,3.118,3.2113,2.6045,3.2352,2.6045,3.6646,3.5259,3.1899
2.7136,2.2123,2.5638,2.751,2.8094,2.7087,2.2945,2.2751,2.93,2.2751,2.7852,2.5802,3.049,3.0552,1.7894,1.9342,1.944,1.9237,2.6351,3.311,3.0133,2.7432,3.6717,3.3522,3.6201,3.6717,3.8708,3.6382,4.1951,3.8708,3.1512,3.7851,3.6227,3.387,3.387,2.1973,2.0813,1.9238,1.962,1.962,2.3092,2.3338,2.6396,2.3092,2.7262,2.5978,3.8284,2.5504,2.2872,3.1421,2.8027,2.8027,3.1421,3.2347,2.6229,3.2615,2.6229,3.6985,3.5568,3.2179
2.7345,2.2304,2.5835,2.7739,2.8386,2.7285,2.3092,2.2844,2.9485,2.2844,2.8112,2.6009,3.0734,3.0783,1.8034,1.9537,1.9557,1.9395,2.6558,3.3337,3.0344,2.7608,3.7026,3.3846,3.6521,3.7026,3.8964,3.6687,4.2278,3.8964,3.1829,3.8215,3.6593,3.4258,3.4258,2.2095,2.0983,1.9371,1.9737,1.9737,2.3253,2.3492,2.6595,2.3253,2.7446,2.6139,3.8676,2.5696,2.2992,3.1633,2.8169,2.8169,3.1633,3.2566,2.6411,3.2855,2.6411,3.7303,3.5866,3.2428
2.7508,2.246,2.599,2.7953,2.8648,2.7476,2.3244,2.2948,2.9643,2.2948,2.8343,2.6205,3.0956,3.0989,1.8175,1.9674,1.9654,1.952,2.6737,3.3549,3.0569,2.7772,3.7314,3.4114,3.6835,3.7314,3.9221,3.6965,4.2589,3.9221,3.2095,3.8562,3.6922,3.463,3.463,2.2215,2.1137,1.9475,1.9822,1.9822,2.3387,2.363,2.6778,2.3387,2.7687,2.628,3.9037,2.5846,2.31,3.1826,2.8283,2.8283,3.1826,3.2738,2.6545,3.3069,2.6545,3.7585,3.6135,3.2636
2.7661,2.2596,2.6122,2.8152,2.8902,2.764,2.3343,2.3024,2.9796,2.3024,2.8527,2.6348,3.1133,3.1158,1.8293,1.9798,1.9779,1.9625,2.6869,3.3758,3.0787,2.7916,3.7578,3.4378,3.7135,3.7578,3.9436,3.7202,4.2874,3.9436,3.2346,3.889,3.7336,3.4957,3.4957,2.23,2.1272,1.9558,1.9915,1.9915,2.3533,2.3774,2.6938,2.3533,2.7866,2.6397,3.9404,2.5992,2.3177,3.1985,2.838,2.838,3.1985,3.2907,2.6675,3.3263,2.6675,3.7816,3.6405,3.2822
2.7797,2.2714,2.6233,2.8346,2.9141,2.7778,2.3413,2.3058,2.9904,2.3058,2.8665,2.6474,3.1254,3.1327,1.8392,1.99,1.9873,1.973,2.6991,3.3958,3.0977,2.8043,3.7823,3.4577,3.7391,3.7823,3.9642,3.741,4.3138,3.9642,3.2577,3.9216,3.7668,3.5267,3.5267,2.2377,2.1385,1.9633,1.9976,1.9976,2.3669,2.3885,2.7076,2.3669,2.8029,2.6478,3.9736,2.6137,2.3252,3.2146,2.8458,2.8458,3.2146,3.3056,2.678,3.344,2.678,3.8017,3.6615,3.2956
2.7896,2.2819,2.6369,2.8522,2.9355,2.7896,2.3474,2.3086,3.0002,2.3086,2.8796,2.6582,3.1353,3.1458,1.8484,1.9996,1.9956,1.976,2.7099,3.4104,3.1151,2.8149,3.8045,3.4753,3.7644,3.8045,3.9843,3.7587,4.34,3.9843,3.2798,3.9515,3.7988,3.5561,3.5561,2.2448,2.1485,1.97,2.003,2.003,2.3782,2.3986,2.7186,2.3782,2.8173,2.6534,4.0027,2.6256,2.3298,3.2266,2.852,2.852,3.2266,3.3184,2.6851,3.3604,2.6851,3.8165,3.6766,3.3053
2.7984,2.2899,2.6469,2.8667,2.9569,2.8012,2.3533,2.3108,3.0094,2.3108,2.8896,2.6691,3.1463,3.1588,1.8559,2.0071,2.0018,1.9813,2.715,3.4247,3.1289,2.8231,3.8244,3.4908,3.7876,3.8244,4.0035,3.7782,4.3642,4.0035,3.2991,3.9786,3.8298,3.5823,3.5823,2.2527,2.1536,1.9742,2.0074,2.0074,2.3876,2.4091,2.7277,2.3876,2.8301,2.6575,4.0349,2.6387,2.3337,3.2379,2.8564,2.8564,3.2379,3.3312,2.6908,3.3745,2.6908,3.8284,3.6925,3.3112
2.8084,2.2981,2.6566,2.8818,2.9734,2.8124,2.3598,2.3123,3.0176,2.3123,2.8982,2.6779,3.155,3.1723,1.863,2.0151,2.0061,1.9838,2.7201,3.4382,3.1428,2.831,3.8402,3.5066,3.8097,3.8402,4.0222,3.7964,4.3879,4.0222,3.3167,4.0086,3.8608,3.6075,3.6075,2.2585,2.1561,1.9787,2.0087,2.0087,2.3978,2.4203,2.7353,2.3978,2.8406,2.6625,4.0629,2.6514,2.3353,3.246,2.8617,2.8617,3.246,3.3399,2.6931,3.3869,2.6931,3.841,3.7063,3.317
2.816,2.3058,2.6661,2.8957,2.9892,2.8229,2.3638,2.3124,3.0239,2.3124,2.9054,2.6885,3.164,3.1859,1.8717,2.0228,2.0119,1.9853,2.7247,3.4516,3.1565,2.8392,3.8568,3.5226,3.83,3.8568,4.0415,3.8141,4.4108,4.0415,3.3337,4.0353,3.8895,3.6304,3.6304,2.2624,2.158,1.9843,2.0115,2.0115,2.4081,2.4326,2.7424,2.4081,2.8519,2.6681,4.0911,2.6647,2.3384,3.2542,2.8656,2.8656,3.2542,3.349,2.699,3.3969,2.699,3.8525,3.7188,3.3198
2.8235,2.3141,2.6734,2.9106,3.0036,2.8354,2.366,2.314,3.0327,2.314,2.9144,2.6991,3.1722,3.1959,1.8806,2.0297,2.0179,1.988,2.7286,3.4638,3.1696,2.8456,3.8747,3.5388,3.8501,3.8747,4.0606,3.8329,4.4344,4.0606,3.3484,4.064,3.9163,3.6523,3.6523,2.2668,2.163,1.9924,2.0132,2.0132,2.421,2.4449,2.749,2.421,2.8636,2.6726,4.1188,2.6773,2.3422,3.2622,2.8705,2.8705,3.2622,3.3567,2.7015,3.4096,2.7015,3.8661,3.7323,3.3226
2.8326,2.3229,2.6825,2.9264,3.0177,2.8458,2.3694,2.3172,3.0398,2.3172,2.9215,2.7102,3.1794,3.2077,1.8905,2.0373,2.023,1.9914,2.7355,3.4755,3.1825,2.8523,3.893,3.5583,3.869,3.893,4.0799,3.8512,4.4587,4.0799,3.3656,4.0921,3.9455,3.6751,3.6751,2.2727,2.1665,1.9981,2.014,2.014,2.4275,2.457,2.7578,2.4275,2.8752,2.6795,4.1463,2.691,2.3474,3.2715,2.877,2.877,3.2715,3.3676,2.7046,3.4249,2.7046,3.8779,3.7452,3.3283
